art_id;type;year;title;pages_start;pages_end;booktitle;journal_series;journal_editor;journal_volume;journal_isbn;url
conf/icassp/GonzalezLVBS13;Article;2013;Computing the degrees of freedom for arbitrary MIMO interference channels.;4399;4403;ICASSP;;;;;db/conf/icassp/icassp2013.html#GonzalezLVBS13
conf/icassp/WangA13;Article;2013;Reconfigurable adaptive linear array signal processing in GNSS applications.;4154;4158;ICASSP;;;;;db/conf/icassp/icassp2013.html#WangA13
conf/icassp/WangHHB13;Article;2013;MIMO over-the-horizon radar waveform design for target detection.;4134;4138;ICASSP;;;;;db/conf/icassp/icassp2013.html#WangHHB13
conf/icassp/LiuD13;Article;2013;Joint power and admission control via p norm minimization deflation.;4789;4793;ICASSP;;;;;db/conf/icassp/icassp2013.html#LiuD13
conf/icassp/ChenHR13;Article;2013;A recursive extrapolation approach to intra prediction in video coding.;1734;1738;ICASSP;;;;;db/conf/icassp/icassp2013.html#ChenHR13
conf/icassp/MasourosRS13;Article;2013;Complexity reduction for vector precoding using QoS requirements.;5094;5098;ICASSP;;;;;db/conf/icassp/icassp2013.html#MasourosRS13
conf/icassp/DeleforgeFH13;Article;2013;Variational EM for binaural sound-source separation and localization.;76;80;ICASSP;;;;;db/conf/icassp/icassp2013.html#DeleforgeFH13
conf/icassp/NguyenWM013;Article;2013;Bounded asymmetric mixture model for medical image segmentation.;1031;1035;ICASSP;;;;;db/conf/icassp/icassp2013.html#NguyenWM013
conf/icassp/Singh13;Article;2013;Community maps for joint visualization of images and descriptors.;1676;1680;ICASSP;;;;;db/conf/icassp/icassp2013.html#Singh13
conf/icassp/FanKYWP13;Article;2013;Learning weighted Hamming distance for binary descriptors.;2395;2399;ICASSP;;;;;db/conf/icassp/icassp2013.html#FanKYWP13
conf/icassp/YeKB13;Article;2013;Subspace penalized sparse learning for joint sparse recovery.;6039;6042;ICASSP;;;;;db/conf/icassp/icassp2013.html#YeKB13
conf/icassp/AgaskarL13;Article;2013;Detecting randomwalks hidden in noise: Phase transition on large graphs.;6377;6381;ICASSP;;;;;db/conf/icassp/icassp2013.html#AgaskarL13
conf/icassp/SchlippeZLS13;Article;2013;Statistical machine translation based text normalization with crowdsourcing.;8406;8410;ICASSP;;;;;db/conf/icassp/icassp2013.html#SchlippeZLS13
conf/icassp/LeeY13;Article;2013;Unsupervised adaptation without estimated transriptions.;7918;7921;ICASSP;;;;;db/conf/icassp/icassp2013.html#LeeY13
conf/icassp/Sim13;Article;2013;Approximated Parallel Model Combination for efficient noise-robust speech recognition.;7383;7387;ICASSP;;;;;db/conf/icassp/icassp2013.html#Sim13
conf/icassp/NiedzwieckiC13;Article;2013;Renovation of archive audio recordings using sparse autoregressive modeling and bidirectional processing.;5949;5953;ICASSP;;;;;db/conf/icassp/icassp2013.html#NiedzwieckiC13
conf/icassp/LeiCF13;Article;2013;Nowhere to hide: Exploring user-verification across Flickr accounts.;2974;2978;ICASSP;;;;;db/conf/icassp/icassp2013.html#LeiCF13
conf/icassp/RadL13;Article;2013;Sparsity-aware TDOA localization of multiple sources.;4021;4025;ICASSP;;;;;db/conf/icassp/icassp2013.html#RadL13
conf/icassp/SunJ13;Article;2013;Multi-stream sum rate maximization for MIMO af relay networks.;4434;4438;ICASSP;;;;;db/conf/icassp/icassp2013.html#SunJ13
conf/icassp/TadokoroI13;Article;2013;A simple optimum nonlinear filter for stochastic-resonance-based signal detection.;5760;5764;ICASSP;;;;;db/conf/icassp/icassp2013.html#TadokoroI13
conf/icassp/DrugmanKRG13;Article;2013;Prediction of creaky voice from contextual factors.;7967;7971;ICASSP;;;;;db/conf/icassp/icassp2013.html#DrugmanKRG13
conf/icassp/ChenC13a;Article;2013;Incorporating dynamic track information for all-pole parameter estimation in noise.;7502;7506;ICASSP;;;;;db/conf/icassp/icassp2013.html#ChenC13a
conf/icassp/LeeSWJ13;Article;2013;Subspace-based phonotactic language recognition using multivariate dynamic linear models.;6870;6874;ICASSP;;;;;db/conf/icassp/icassp2013.html#LeeSWJ13
conf/icassp/RigaudRN13;Article;2013;New bimodal scattered radiation tomographic imaging with attenuation and electron density correction algorithm.;1104;1108;ICASSP;;;;;db/conf/icassp/icassp2013.html#RigaudRN13
conf/icassp/MaasTSK13;Article;2013;An uncertainty decoding approach to noise- and reverberation-robust speech recognition.;7388;7392;ICASSP;;;;;db/conf/icassp/icassp2013.html#MaasTSK13
conf/icassp/Mulgrew13;Article;2013;Detecting stationary phase points in the time-frequency plane.;5353;5357;ICASSP;;;;;db/conf/icassp/icassp2013.html#Mulgrew13
conf/icassp/MorikawaY13;Article;2013;A sparse optimization approach to supervised NMF based on convex analytic method.;6078;6082;ICASSP;;;;;db/conf/icassp/icassp2013.html#MorikawaY13
conf/icassp/DingHXP13;Article;2013;VHR image change detection based on discriminative dictionary learning.;3512;3516;ICASSP;;;;;db/conf/icassp/icassp2013.html#DingHXP13
conf/icassp/NakataniSAYHO13;Article;2013;Coupling beamforming with spatial and spectral feature based spectral enhancement and its application to meeting recognition.;7249;7253;ICASSP;;;;;db/conf/icassp/icassp2013.html#NakataniSAYHO13
conf/icassp/MaruoBR13;Article;2013;Statistical analysis of the jointly-optimized acoustic echo cancellation BF-AEC structure.;5840;5844;ICASSP;;;;;db/conf/icassp/icassp2013.html#MaruoBR13
conf/icassp/PiazzaRO13;Article;2013;Non-parametric data predistortion for non-linear channels with memory.;5775;5779;ICASSP;;;;;db/conf/icassp/icassp2013.html#PiazzaRO13
conf/icassp/ZhouWSE13;Article;2013;A cine MRI-based study of sibilant fricatives production in post-glossectomy speakers.;7780;7784;ICASSP;;;;;db/conf/icassp/icassp2013.html#ZhouWSE13
conf/icassp/MorganZGPM13;Article;2013;FPGA implementation of a same-frequency cellular repeater using adaptive feedback cancellation.;4728;4730;ICASSP;;;;;db/conf/icassp/icassp2013.html#MorganZGPM13
conf/icassp/MedraD13;Article;2013;A balanced precoding scheme for the two-user SISO X channel with optimal DoF and a small power offset.;4829;4833;ICASSP;;;;;db/conf/icassp/icassp2013.html#MedraD13
conf/icassp/TosicSB13;Article;2013;Dictionary Learning for Incoherent Sampling with application to plenoptic imaging.;1821;1825;ICASSP;;;;;db/conf/icassp/icassp2013.html#TosicSB13
conf/icassp/LiIW13;Article;2013;Integrated IMU and radiolocation-based navigation using a Rao-Blackwellized particle filter.;5165;5169;ICASSP;;;;;db/conf/icassp/icassp2013.html#LiIW13
conf/icassp/Solo13;Article;2013;Threshold selection for noisy matrix completion.;6581;6584;ICASSP;;;;;db/conf/icassp/icassp2013.html#Solo13
conf/icassp/Yeredor13;Article;2013;On passive TDOA and FDOA localization using two sensors with no time or frequency synchronization.;4066;4070;ICASSP;;;;;db/conf/icassp/icassp2013.html#Yeredor13
conf/icassp/NicolauCGCT13;Article;2013;Modified cramer-rao lower bounds for TOA and symbol width estimation. An application to search and rescue signals.;5160;5164;ICASSP;;;;;db/conf/icassp/icassp2013.html#NicolauCGCT13
conf/icassp/BaechlerFQC13;Article;2013;Finite rate of innovation based modeling and compression of ECG signals.;1252;1256;ICASSP;;;;;db/conf/icassp/icassp2013.html#BaechlerFQC13
conf/icassp/LeonS13;Article;2013;Synthetic speech detection based on selectedword discriminators.;3004;3008;ICASSP;;;;;db/conf/icassp/icassp2013.html#LeonS13
conf/icassp/ZhengHZD13;Article;2013;Case based reasoning solution to the problem of sustained learning in keyword spotting.;8570;8574;ICASSP;;;;;db/conf/icassp/icassp2013.html#ZhengHZD13
conf/icassp/HsiehLP13;Article;2013;Sparse Fast Fourier Transform by downsampling.;5637;5641;ICASSP;;;;;db/conf/icassp/icassp2013.html#HsiehLP13
conf/icassp/SuWYL13;Article;2013;A dialogue game framework with personalized training using reinforcement learning for computer-assisted language learning.;8213;8217;ICASSP;;;;;db/conf/icassp/icassp2013.html#SuWYL13
conf/icassp/AntonsLASMOF13;Article;2013;Cognitive, affective, and experience correlates of speech quality perception in complex listening conditions.;3672;3676;ICASSP;;;;;db/conf/icassp/icassp2013.html#AntonsLASMOF13
conf/icassp/FlamBC13;Article;2013;Pilot design for MIMO channel estimation: An alternative to the Kronecker structure assumption.;5061;5064;ICASSP;;;;;db/conf/icassp/icassp2013.html#FlamBC13
conf/icassp/CaicedoPW13;Article;2013;Detection performance analysis of an ultrasonic presence sensor.;2780;2784;ICASSP;;;;;db/conf/icassp/icassp2013.html#CaicedoPW13
conf/icassp/ArgyropoulosLS13;Article;2013;IIR Phasor Banks: Causal, delay-free, numerically robust, customizable, uniform-DFT-like perfect reconstruction filter banks.;5613;5617;ICASSP;;;;;db/conf/icassp/icassp2013.html#ArgyropoulosLS13
conf/icassp/SuvorovaHM13;Article;2013;Bayesian recursive estimation on the rotation group.;6411;6415;ICASSP;;;;;db/conf/icassp/icassp2013.html#SuvorovaHM13
conf/icassp/KressnerAR13;Article;2013;A novel binary mask estimator based on sparse approximation.;7497;7501;ICASSP;;;;;db/conf/icassp/icassp2013.html#KressnerAR13
conf/icassp/GholamiGS13;Article;2013;Range based sensor node localization in the presence of unknown clock skews.;4046;4050;ICASSP;;;;;db/conf/icassp/icassp2013.html#GholamiGS13
conf/icassp/ShiraziniaCS13;Article;2013;Channel-optimized vector quantizer design for compressed sensing measurements.;4648;4652;ICASSP;;;;;db/conf/icassp/icassp2013.html#ShiraziniaCS13
conf/icassp/WangCXPK13;Article;2013;Gait analysis using 3D motion reconstruction with an activity-specific tracking protocol.;1041;1045;ICASSP;;;;;db/conf/icassp/icassp2013.html#WangCXPK13
conf/icassp/ChuSCL13;Article;2013;Concealability-rate-distortion tradeoff in image compression anti-forensics.;3063;3067;ICASSP;;;;;db/conf/icassp/icassp2013.html#ChuSCL13
conf/icassp/MesarosHP13;Article;2013;Analysis of acoustic-semantic relationship for diversely annotated real-world audio data.;813;817;ICASSP;;;;;db/conf/icassp/icassp2013.html#MesarosHP13
conf/icassp/GeLFY13;Article;2013;Age estimation from human body images.;2337;2341;ICASSP;;;;;db/conf/icassp/icassp2013.html#GeLFY13
conf/icassp/ChaudhuryS13;Article;2013;Non-local patch regression: Robust image denoising in patch space.;1345;1349;ICASSP;;;;;db/conf/icassp/icassp2013.html#ChaudhuryS13
conf/icassp/TorunYA13;Article;2013;FPGA based eigenfiltering for real-time portfolio risk analysis.;8727;8731;ICASSP;;;;;db/conf/icassp/icassp2013.html#TorunYA13
conf/icassp/PanM13;Article;2013;Signal region characterization and exact phase recovery for constant envelope precoding in single-user large-scale MISO channels.;5065;5069;ICASSP;;;;;db/conf/icassp/icassp2013.html#PanM13
conf/icassp/BaykanerHMB13;Article;2013;Selection of temporal windows for the computational prediction of masking thresholds.;408;412;ICASSP;;;;;db/conf/icassp/icassp2013.html#BaykanerHMB13
conf/icassp/YuMR13;Article;2013;RGB-D video content identification.;3776;3780;ICASSP;;;;;db/conf/icassp/icassp2013.html#YuMR13
conf/icassp/JinRM13;Article;2013;A generative semi-supervised model for multi-view learning when some views are label-free.;3302;3306;ICASSP;;;;;db/conf/icassp/icassp2013.html#JinRM13
conf/icassp/KhanXA13a;Article;2013;Hierarchical Classification Fusion framework.;3432;3436;ICASSP;;;;;db/conf/icassp/icassp2013.html#KhanXA13a
conf/icassp/KiticJMHSV13;Article;2013;Consistent iterative hard thresholding for signal declipping.;5939;5943;ICASSP;;;;;db/conf/icassp/icassp2013.html#KiticJMHSV13
conf/icassp/ArabloueiWD13a;Article;2013;Diffusion-based distributed adaptive estimation utilizing gradient-descent total least-squares.;5308;5312;ICASSP;;;;;db/conf/icassp/icassp2013.html#ArabloueiWD13a
conf/icassp/IllangakoonY13;Article;2013;On joint source-channel decoding and interference cancellation in CDMA-based large-scale wireless sensor networks.;4569;4573;ICASSP;;;;;db/conf/icassp/icassp2013.html#IllangakoonY13
conf/icassp/KhanDTA13;Article;2013;Performance of fading multi-user diversity for underlay cognitive networksy.;5273;5277;ICASSP;;;;;db/conf/icassp/icassp2013.html#KhanDTA13
conf/icassp/WendtDTA13;Article;2013;Bayesian estimation for the multifractality parameter.;6556;6560;ICASSP;;;;;db/conf/icassp/icassp2013.html#WendtDTA13
conf/icassp/SakaueOIO13;Article;2013;Initialization-robust Bayesian multipitch analyzer based on psychoacoustical and musical criteria.;226;230;ICASSP;;;;;db/conf/icassp/icassp2013.html#SakaueOIO13
conf/icassp/HlinkaH13;Article;2013;Distributed particle filtering in the presence of mutually correlated sensor noises.;6269;6273;ICASSP;;;;;db/conf/icassp/icassp2013.html#HlinkaH13
conf/icassp/RadmaneshB13;Article;2013;Effectiveness of horizontal personal sound systems for listeners of variable heights.;316;320;ICASSP;;;;;db/conf/icassp/icassp2013.html#RadmaneshB13
conf/icassp/Al-MarzouqiA13;Article;2013;Searching for the optimal curvelet tiling.;1626;1630;ICASSP;;;;;db/conf/icassp/icassp2013.html#Al-MarzouqiA13
conf/icassp/TalmonH13;Article;2013;Blind reverberation time estimation by intrinsic modeling of reverberant speech.;156;160;ICASSP;;;;;db/conf/icassp/icassp2013.html#TalmonH13
conf/icassp/NemoianuGCPC13;Article;2013;On a practical approach to source separation over finite fields for network coding applications.;1335;1339;ICASSP;;;;;db/conf/icassp/icassp2013.html#NemoianuGCPC13
conf/icassp/ChenGSD13;Article;2013;Phoneme variation based synthesized speech discrimination for speaker verification.;7874;7877;ICASSP;;;;;db/conf/icassp/icassp2013.html#ChenGSD13
conf/icassp/MachlicaZ13;Article;2013;An efficient implementation of Probabilistic Linear Discriminant Analysis.;7678;7682;ICASSP;;;;;db/conf/icassp/icassp2013.html#MachlicaZ13
conf/icassp/DelcroixOHNN13;Article;2013;Unsupervised discriminative adaptation using differenced maximum mutual information based linear regression.;7888;7892;ICASSP;;;;;db/conf/icassp/icassp2013.html#DelcroixOHNN13
conf/icassp/HuangDBWZCZ13;Article;2013;An efficient graph-based visual reranking.;1671;1675;ICASSP;;;;;db/conf/icassp/icassp2013.html#HuangDBWZCZ13
conf/icassp/Songsiri13;Article;2013;Sparse autoregressive model estimation for learning granger causality in time series.;3198;3202;ICASSP;;;;;db/conf/icassp/icassp2013.html#Songsiri13
conf/icassp/MitsufujiR13;Article;2013;Sound source separation based on non-negative tensor factorization incorporating spatial cue as prior knowledge.;71;75;ICASSP;;;;;db/conf/icassp/icassp2013.html#MitsufujiR13
conf/icassp/YamagishiY13;Article;2013;A rank selection of MV-PURE with an unbiased predicted-MSE criterion and its efficient implementation in image restoration.;1573;1577;ICASSP;;;;;db/conf/icassp/icassp2013.html#YamagishiY13
conf/icassp/ZhangZAH13;Article;2013;Maneuvering target altitude tracking in over-the-horizon radars exploiting multipath Doppler signatures.;4056;4060;ICASSP;;;;;db/conf/icassp/icassp2013.html#ZhangZAH13
conf/icassp/RenJY13;Article;2013;Dynamic texture recognition using enhanced LBP features.;2400;2404;ICASSP;;;;;db/conf/icassp/icassp2013.html#RenJY13
conf/icassp/WangL13a;Article;2013;Salient-motion-heuristic scheme for fast 3D optical flow estimation using RGB-D data.;2272;2276;ICASSP;;;;;db/conf/icassp/icassp2013.html#WangL13a
conf/icassp/ArroyoJT13;Article;2013;Receive signal processing for OFDM-based radar imaging.;2775;2779;ICASSP;;;;;db/conf/icassp/icassp2013.html#ArroyoJT13
conf/icassp/PaleologuBC13;Article;2013;Study of the optimal and simplified Kalman filters for echo cancellation.;580;584;ICASSP;;;;;db/conf/icassp/icassp2013.html#PaleologuBC13
conf/icassp/OsmalskyjPDE13;Article;2013;Efficient database pruning for large-scale cover song recognition.;714;718;ICASSP;;;;;db/conf/icassp/icassp2013.html#OsmalskyjPDE13
conf/icassp/ZhaoHCC13;Article;2013;Optimal resource allocation for multiple access channel with conferencing links and a shared renewable energy source.;4794;4798;ICASSP;;;;;db/conf/icassp/icassp2013.html#ZhaoHCC13
conf/icassp/LiLVPBP13;Article;2013;Adaptive filter based low complexity digital intensive harmonic rejection for SDR receiver.;2712;2715;ICASSP;;;;;db/conf/icassp/icassp2013.html#LiLVPBP13
conf/icassp/GuLG13;Article;2013;A variational bayesian approach to compressive sensing based on Double Lomax priors.;5994;5998;ICASSP;;;;;db/conf/icassp/icassp2013.html#GuLG13
conf/icassp/MengLZBLK13;Article;2013;M-channel multiple description coding based on uniformly offset quantizers with optimal deadzone.;2026;2030;ICASSP;;;;;db/conf/icassp/icassp2013.html#MengLZBLK13
conf/icassp/GhoshalSR13;Article;2013;Multilingual training of deep neural networks.;7319;7323;ICASSP;;;;;db/conf/icassp/icassp2013.html#GhoshalSR13
conf/icassp/YellaB13;Article;2013;Improved overlap speech diarization of meeting recordings using long-term conversational features.;7746;7750;ICASSP;;;;;db/conf/icassp/icassp2013.html#YellaB13
conf/icassp/KarunaratneMM13;Article;2013;MCMC particle filter for tracking in a partially known multipath environment.;6332;6336;ICASSP;;;;;db/conf/icassp/icassp2013.html#KarunaratneMM13
conf/icassp/LiZD13;Article;2013;A hybrid approach for tree classification in airborne LIDAR data.;2183;2187;ICASSP;;;;;db/conf/icassp/icassp2013.html#LiZD13
conf/icassp/AhnLL13;Article;2013;Improving color constancy by saturation weighting.;1909;1913;ICASSP;;;;;db/conf/icassp/icassp2013.html#AhnLL13
conf/icassp/SongSG13;Article;2013;Transient disturbance detection for power systems with a general likelihood ratio test.;2839;2843;ICASSP;;;;;db/conf/icassp/icassp2013.html#SongSG13
conf/icassp/DengHK13;Article;2013;New types of deep neural network learning for speech recognition and related applications: an overview.;8599;8603;ICASSP;;;;;db/conf/icassp/icassp2013.html#DengHK13
conf/icassp/ZhangW13a;Article;2013;Weight optimization and layered clustering-based ECOC.;3477;3481;ICASSP;;;;;db/conf/icassp/icassp2013.html#ZhangW13a
conf/icassp/AndradeFSK13;Article;2013;FFT-SPA non-binary LDPC decoding on GPU.;5099;5103;ICASSP;;;;;db/conf/icassp/icassp2013.html#AndradeFSK13
conf/icassp/JoderWVS13;Article;2013;Integrating noise estimation and factorization-based speech separation: A novel hybrid approach.;131;135;ICASSP;;;;;db/conf/icassp/icassp2013.html#JoderWVS13
conf/icassp/HungS13;Article;2013;Hybrid DCT-Wiener-based interpolation via learnt Wiener filter.;1419;1423;ICASSP;;;;;db/conf/icassp/icassp2013.html#HungS13
conf/icassp/Chakareski13;Article;2013;View selection policy for multi-view video delivery.;3736;3740;ICASSP;;;;;db/conf/icassp/icassp2013.html#Chakareski13
conf/icassp/TosicF13;Article;2013;Performance bounds for sensor data gathering by coding in finite fields.;5123;5126;ICASSP;;;;;db/conf/icassp/icassp2013.html#TosicF13
conf/icassp/DileepS13;Article;2013;HMM based pyramid match kernel for classification of sequential patterns of speech using support vector machines.;3562;3566;ICASSP;;;;;db/conf/icassp/icassp2013.html#DileepS13
conf/icassp/TobarM13;Article;2013;The quaternion kernel least squares.;6128;6132;ICASSP;;;;;db/conf/icassp/icassp2013.html#TobarM13
conf/icassp/BuhlerS13;Article;2013;Energy-efficient relaying using rateless codes.;4943;4947;ICASSP;;;;;db/conf/icassp/icassp2013.html#BuhlerS13
conf/icassp/HasanSLSBH13;Article;2013;CRSS systems for 2012 NIST Speaker Recognition Evaluation.;6783;6787;ICASSP;;;;;db/conf/icassp/icassp2013.html#HasanSLSBH13
conf/icassp/NarasimhaB13;Article;2013;Example-based brightness and contrast enhancement.;2459;2463;ICASSP;;;;;db/conf/icassp/icassp2013.html#NarasimhaB13
conf/icassp/DuongT13;Article;2013;Movie synchronization by audio landmark matching.;3632;3636;ICASSP;;;;;db/conf/icassp/icassp2013.html#DuongT13
conf/icassp/RostamiCQ13;Article;2013;Compressed sensing of diffusion fields under heat equation constraint.;4271;4274;ICASSP;;;;;db/conf/icassp/icassp2013.html#RostamiCQ13
conf/icassp/LiP13a;Article;2013;Sparsifying defaults: Optimal bailout policies for financial networks in distress.;6176;6180;ICASSP;;;;;db/conf/icassp/icassp2013.html#LiP13a
conf/icassp/SardouieASM13;Article;2013;Canonical Polyadic decomposition of complex-valued multi-way arrays based on Simultaneous Schur Decomposition.;4178;4182;ICASSP;;;;;db/conf/icassp/icassp2013.html#SardouieASM13
conf/icassp/XiaoZS13;Article;2013;Socially-optimal design of crowdsourcing platforms with reputation update errors.;5263;5267;ICASSP;;;;;db/conf/icassp/icassp2013.html#XiaoZS13
conf/icassp/XiaoCL13;Article;2013;Temporal filter design by minimum KL divergence criterion for robust speech recognition.;7908;7912;ICASSP;;;;;db/conf/icassp/icassp2013.html#XiaoCL13
conf/icassp/JeonKLZBS13;Article;2013;A low-power VGA full-frame feature extraction processor.;2726;2730;ICASSP;;;;;db/conf/icassp/icassp2013.html#JeonKLZBS13
conf/icassp/Harada13;Article;2013;Spectral estimation of phase noise based on complementary autocorrelation.;6201;6204;ICASSP;;;;;db/conf/icassp/icassp2013.html#Harada13
conf/icassp/MollaTRT13;Article;2013;Phase synchronization analysis of EEG channels using bivariate empirical mode decomposition.;1182;1186;ICASSP;;;;;db/conf/icassp/icassp2013.html#MollaTRT13
conf/icassp/AnumanchipalliOB13;Article;2013;Accent Group modeling for improved prosody in statistical parameteric speech synthesis.;6890;6894;ICASSP;;;;;db/conf/icassp/icassp2013.html#AnumanchipalliOB13
conf/icassp/DahlSDY13;Article;2013;Large-scale malware classification using random projections and neural networks.;3422;3426;ICASSP;;;;;db/conf/icassp/icassp2013.html#DahlSDY13
conf/icassp/SatpathyJE13;Article;2013;Human detection using Discriminative and Robust Local Binary Pattern.;2376;2380;ICASSP;;;;;db/conf/icassp/icassp2013.html#SatpathyJE13
conf/icassp/DjuricF13;Article;2013;Models with products of Dirichlet processes.;3382;3386;ICASSP;;;;;db/conf/icassp/icassp2013.html#DjuricF13
conf/icassp/Banitalebi-DehkordiPN13;Article;2013;3D video quality metric for mobile applications.;3731;3735;ICASSP;;;;;db/conf/icassp/icassp2013.html#Banitalebi-DehkordiPN13
conf/icassp/RamezaniRJHHA13;Article;2013;Independent component analysis on Lie groups for multi-object analysis of first episode depression.;1027;1030;ICASSP;;;;;db/conf/icassp/icassp2013.html#RamezaniRJHHA13
conf/icassp/CumaniPL13;Article;2013;Probabilistic linear discriminant analysis of i-vector posterior distributions.;7644;7648;ICASSP;;;;;db/conf/icassp/icassp2013.html#CumaniPL13
conf/icassp/MatsutakeYM13;Article;2013;Discrimination between healthy subjects and patients using lung sounds from multiple auscultation points.;1296;1300;ICASSP;;;;;db/conf/icassp/icassp2013.html#MatsutakeYM13
conf/icassp/AyassoRAD13;Article;2013;A gradient-like variational Bayesian approach for joint image super-resolution and source separation, application to astrophysical map-making.;5830;5834;ICASSP;;;;;db/conf/icassp/icassp2013.html#AyassoRAD13
conf/icassp/LuoZDD13;Article;2013;Kernel regression for Head-Related Transfer Function interpolation and spectral extrema extraction.;256;260;ICASSP;;;;;db/conf/icassp/icassp2013.html#LuoZDD13
conf/icassp/YongNDLL13;Article;2013;Incorporating multi-channel Wiener filter with single-channel speech enhancement algorithm.;7284;7288;ICASSP;;;;;db/conf/icassp/icassp2013.html#YongNDLL13
conf/icassp/KarhilaRK13;Article;2013;HMM-based speech synthesis adaptation using noisy data: Analysis and evaluation methods.;6930;6934;ICASSP;;;;;db/conf/icassp/icassp2013.html#KarhilaRK13
conf/icassp/KoriyamaNK13;Article;2013;Frame-level acoustic modeling based on Gaussian process regression for statistical nonparametric speech synthesis.;8007;8011;ICASSP;;;;;db/conf/icassp/icassp2013.html#KoriyamaNK13
conf/icassp/KlausnerASC13;Article;2013;Space-time coherence and its exact null distribution.;3919;3923;ICASSP;;;;;db/conf/icassp/icassp2013.html#KlausnerASC13
conf/icassp/TraaS13;Article;2013;Blind multi-channel source separation by circular-linear statistical modeling of phase differences.;4320;4324;ICASSP;;;;;db/conf/icassp/icassp2013.html#TraaS13
conf/icassp/WirfaltJB13;Article;2013;Prior-exploiting direction-of-arrival algorithm for partially uncorrelated source signals.;3972;3976;ICASSP;;;;;db/conf/icassp/icassp2013.html#WirfaltJB13
conf/icassp/HuangD13;Article;2013;Analysis of finite-alphabet iterative decoders under processing errors.;5085;5089;ICASSP;;;;;db/conf/icassp/icassp2013.html#HuangD13
conf/icassp/JansenTH13;Article;2013;Weak top-down constraints for unsupervised acoustic model training.;8091;8095;ICASSP;;;;;db/conf/icassp/icassp2013.html#JansenTH13
conf/icassp/MachadoBQ13;Article;2013;Parametric decomposition of the spectral envelope.;571;574;ICASSP;;;;;db/conf/icassp/icassp2013.html#MachadoBQ13
conf/icassp/IkbalVGCM13;Article;2013;Intent focused summarization of caller-agent conversations.;8352;8356;ICASSP;;;;;db/conf/icassp/icassp2013.html#IkbalVGCM13
conf/icassp/YeKMH13;Article;2013;Kernel discriminant analysis for environmental sound recognition based on acoustic subspace.;808;812;ICASSP;;;;;db/conf/icassp/icassp2013.html#YeKMH13
conf/icassp/AksoylarAS13;Article;2013;Compressive sensing bounds through a unifying framework for sparse models.;5524;5528;ICASSP;;;;;db/conf/icassp/icassp2013.html#AksoylarAS13
conf/icassp/0015JSL13;Article;2013;Localization of mobile equipment in radio environments with no line-of-sight path.;4081;4085;ICASSP;;;;;db/conf/icassp/icassp2013.html#0015JSL13
conf/icassp/VanhouckeDH13;Article;2013;Multiframe deep neural networks for acoustic modeling.;7582;7585;ICASSP;;;;;db/conf/icassp/icassp2013.html#VanhouckeDH13
conf/icassp/LeeT13;Article;2013;Signal rich art image - A new tool for automatic identification and data capture applications using mobile phones.;1942;1946;ICASSP;;;;;db/conf/icassp/icassp2013.html#LeeT13
conf/icassp/VillalbaL13;Article;2013;Handling i-vectors from different recording conditions using multi-channel simplified PLDA in speaker recognition.;6763;6767;ICASSP;;;;;db/conf/icassp/icassp2013.html#VillalbaL13
conf/icassp/KolodaPS13;Article;2013;On the application of multivariate kernel density estimation to image error concealment.;1330;1334;ICASSP;;;;;db/conf/icassp/icassp2013.html#KolodaPS13
conf/icassp/AlexandridisGM13;Article;2013;Directional coding of audio using a circular microphone array.;296;300;ICASSP;;;;;db/conf/icassp/icassp2013.html#AlexandridisGM13
conf/icassp/NarangGO13;Article;2013;Signal processing techniques for interpolation in graph structured data.;5445;5449;ICASSP;;;;;db/conf/icassp/icassp2013.html#NarangGO13
conf/icassp/YanHXZ13;Article;2013;Tied-state based discriminative training of context-expanded region-dependent feature transforms for LVCSR.;6940;6944;ICASSP;;;;;db/conf/icassp/icassp2013.html#YanHXZ13
conf/icassp/WangWS13;Article;2013;Fusion inspired channel design.;5392;5396;ICASSP;;;;;db/conf/icassp/icassp2013.html#WangWS13
conf/icassp/SoudenKN13;Article;2013;An integration of source location cues for speech clustering in distributed microphone arrays.;111;115;ICASSP;;;;;db/conf/icassp/icassp2013.html#SoudenKN13
conf/icassp/HoangH13;Article;2013;Parameter estimation and classification of censored Gaussian data with application to WiFi indoor positioning.;3721;3725;ICASSP;;;;;db/conf/icassp/icassp2013.html#HoangH13
conf/icassp/ZengZGG13;Article;2013;MISO interference channel with improper Gaussian signaling.;4374;4378;ICASSP;;;;;db/conf/icassp/icassp2013.html#ZengZGG13
conf/icassp/QueirozRSB13;Article;2013;Image deblurring using maps of highlights.;1608;1611;ICASSP;;;;;db/conf/icassp/icassp2013.html#QueirozRSB13
conf/icassp/FragaFTOPKA13;Article;2013;Towards an EEG-based biomarker for Alzheimer's disease: Improving amplitude modulation analysis features.;1207;1211;ICASSP;;;;;db/conf/icassp/icassp2013.html#FragaFTOPKA13
conf/icassp/MaugeyOF13;Article;2013;Graph-based representation and coding of multiview geometry.;1325;1329;ICASSP;;;;;db/conf/icassp/icassp2013.html#MaugeyOF13
conf/icassp/GargH013;Article;2013;Geo-location estimation from Electrical Network Frequency signals.;2862;2866;ICASSP;;;;;db/conf/icassp/icassp2013.html#GargH013
conf/icassp/NishizawaK13;Article;2013;Speech synthesis using subband-coded multiband source components and sinusoids.;8002;8006;ICASSP;;;;;db/conf/icassp/icassp2013.html#NishizawaK13
