art_id;author;pos
conf/ic3k/SouissiCG13;Khaled Gh?dira;2
conf/ic3k/BanerjeeKM13;Siddhartha Banerjee;0
conf/ic3k/BanerjeeKM13;Nitin Kumar;1
conf/ic3k/BanerjeeKM13;C. E. Veni Madhavan;2
conf/ic3k/OliveiraCL13;Marcos Paulo Valadares de Oliveira;0
conf/ic3k/OliveiraCL13;Claudia Xavier Cavalcanti;1
conf/ic3k/OliveiraCL13;Marcelo Bronzo Ladeira;2
conf/ic3k/KeetSP13;C. Maria Keet;0
conf/ic3k/KeetSP13;Mar?a del Carmen Su?rez-Figueroa;1
conf/ic3k/KeetSP13;Mar?a Poveda-Villal?;2
conf/ic3k/BastosBGRCSF13;Carlos Alberto Malcher Bastos;0
conf/ic3k/BastosBGRCSF13;Ana Cristina Martins Bruno;1
conf/ic3k/BastosBGRCSF13;Anilton Salles Garcia;2
conf/ic3k/BastosBGRCSF13;Luiziana Silveira de Rezende;3
conf/ic3k/BastosBGRCSF13;Marco Antonio Farah Caldas;4
conf/ic3k/BastosBGRCSF13;Maria Luiza d'Almeida Sanchez;5
conf/ic3k/BastosBGRCSF13;S?rgio Jos? Mecena da Silva Filho;6
conf/ic3k/RauchS13;Jan Rauch;0
conf/ic3k/RauchS13;Milan Simunek;1
conf/ic3k/Karacapilidis13;Nikos I. Karacapilidis;0
conf/ic3k/WartenaG13;Christian Wartena;0
conf/ic3k/WartenaG13;Montserrat Garcia-Alsina;1
conf/ic3k/Hugl13;Ulrike Hugl;0
conf/ic3k/GeibelEZKJSBMNSTUFTSHT13;Peter Geibel;0
conf/ic3k/GeibelEZKJSBMNSTUFTSHT13;Hebun Erdur;1
conf/ic3k/GeibelEZKJSBMNSTUFTSHT13;Lothar Zimmermann;2
conf/ic3k/GeibelEZKJSBMNSTUFTSHT13;Stefan Kr?;3
conf/ic3k/GeibelEZKJSBMNSTUFTSHT13;Kati Jegzentis;4
conf/ic3k/GeibelEZKJSBMNSTUFTSHT13;Josef Schepers;5
conf/ic3k/GeibelEZKJSBMNSTUFTSHT13;Anne Becker;6
conf/ic3k/GeibelEZKJSBMNSTUFTSHT13;Frank M?;7
conf/ic3k/GeibelEZKJSBMNSTUFTSHT13;Christian Hans Nolte;8
conf/ic3k/GeibelEZKJSBMNSTUFTSHT13;Jan Friedrich Scheitz;9
conf/ic3k/GeibelEZKJSBMNSTUFTSHT13;Serdar T?t?;10
conf/ic3k/GeibelEZKJSBMNSTUFTSHT13;Tatiana Usnich;11
conf/ic3k/GeibelEZKJSBMNSTUFTSHT13;Markus Frick;12
conf/ic3k/GeibelEZKJSBMNSTUFTSHT13;Martin Trautwein;13
conf/ic3k/GeibelEZKJSBMNSTUFTSHT13;Thorsten Schaaf;14
conf/ic3k/GeibelEZKJSBMNSTUFTSHT13;Alfred Holzgreve;15
conf/ic3k/GeibelEZKJSBMNSTUFTSHT13;Thomas Tolxdorff;16
conf/ic3k/RineF13;David C. Rine;0
conf/ic3k/RineF13;Anabel Fraga;1
conf/ic3k/CholewaACR13;Wojciech Cholewa;0
conf/ic3k/CholewaACR13;Marcin Amarowicz;1
conf/ic3k/CholewaACR13;Pawel Chrzanowski;2
conf/ic3k/CholewaACR13;Tomasz Rogala;3
conf/ic3k/FerchichiBF13;Ahlem Ferchichi;0
conf/ic3k/FerchichiBF13;Wadii Boulila;1
conf/ic3k/FerchichiBF13;Imed Riadh Farah;2
conf/ic3k/GengUA13;Xiaoliang Geng;0
conf/ic3k/GengUA13;Takeaki Uno;1
conf/ic3k/GengUA13;Hiroki Arimura;2
conf/ic3k/SvobodaC13;Petr Svoboda;0
conf/ic3k/SvobodaC13;Jan Cerny;1
conf/ic3k/VanthienenC13;Jan Vanthienen;0
conf/ic3k/VanthienenC13;Filip Caron;1
conf/ic3k/WaldsteinWH13;Ilya Waldstein;0
conf/ic3k/WaldsteinWH13;Rosina O. Weber;1
conf/ic3k/WaldsteinWH13;Neal Handly;2
conf/ic3k/ZouhaierDA13;Lamia Zouhaier;0
conf/ic3k/ZouhaierDA13;Yousra Bendaly Hlaoui;1
conf/ic3k/ZouhaierDA13;Leila Jemni Ben Ayed;2
conf/ic3k/Gomes13;Paulo Gomes;0
conf/ic3k/RaafatZR13;Hazem Raafat;0
conf/ic3k/RaafatZR13;Mohamed Zahran;1
conf/ic3k/RaafatZR13;Mohsen Rashwan;2
conf/ic3k/Dasarathy13;Belur V. Dasarathy;0
conf/ic3k/LeelawatI13;Natt Leelawat;0
conf/ic3k/LeelawatI13;Junichi Iijima;1
conf/ic3k/BerrahouBDR13;Soumia Lilia Berrahou;0
conf/ic3k/BerrahouBDR13;Patrice Buche;1
conf/ic3k/BerrahouBDR13;Juliette Dibie-Barth?lemy;2
conf/ic3k/BerrahouBDR13;Mathieu Roche;3
conf/ic3k/CostaFML13;Ruben Costa;0
conf/ic3k/CostaFML13;Paulo Figueiras;1
conf/ic3k/CostaFML13;Pedro M. N. Mal?;2
conf/ic3k/CostaFML13;Celson Lima;3
conf/ic3k/JiC13;Jianmin Ji;0
conf/ic3k/JiC13;Xiaoping Chen;1
conf/ic3k/LiLL13;Weizi Li;0
conf/ic3k/LiLL13;Kecheng Liu;1
conf/ic3k/LiLL13;Shixiong Liu;2
conf/ic3k/KarolyA13;M?rton K?roly;0
conf/ic3k/KarolyA13;G?bor Alberti;1
conf/ic3k/KeetD13;C. Maria Keet;0
conf/ic3k/KeetD13;Zubeida Casmod Dawood;1
conf/ic3k/GarzonSK13;Max H. Garzon;0
conf/ic3k/GarzonSK13;Chris Simmons;1
conf/ic3k/GarzonSK13;Jason Knisley;2
conf/ic3k/HalimAAA13;Shamimi A. Halim;0
conf/ic3k/HalimAAA13;Muthukkaruppan Annamalai;1
conf/ic3k/HalimAAA13;Rashidi Ahmad;2
conf/ic3k/HalimAAA13;Mohd Sharifuddin Ahmad;3
conf/ic3k/VickN13;Thais Elaine Vick;0
conf/ic3k/VickN13;Marcelo Seido Nagano;1
conf/ic3k/DuarteFD13;Jo?o M. M. Duarte;0
conf/ic3k/DuarteFD13;Ana L. N. Fred;1
conf/ic3k/DuarteFD13;F. Jorge F. Duarte;2
conf/ic3k/AkamaN13;Kiyoshi Akama;0
conf/ic3k/AkamaN13;Ekawit Nantajeewarawat;1
conf/ic3k/WohlgenanntBS13;Gerhard Wohlgenannt;0
conf/ic3k/WohlgenanntBS13;Stefan Belk;1
conf/ic3k/WohlgenanntBS13;Matthias Schett;2
conf/ic3k/ExmanK13;Iaakov Exman;0
conf/ic3k/ExmanK13;Alex Krepch;1
conf/ic3k/CunhaFM13;Elisabete Cunha;0
conf/ic3k/CunhaFM13;?lvaro Figueira;1
conf/ic3k/CunhaFM13;?scar Mealha;2
conf/ic3k/Dessne13;Karin Dessne;0
conf/ic3k/CastellanoS13;Marcello Castellano;0
conf/ic3k/CastellanoS13;Francesco Antonio Santangelo;1
conf/ic3k/AlwazaePK13;Meshari M. S. Alwazae;0
conf/ic3k/AlwazaePK13;Erik Perjons;1
conf/ic3k/AlwazaePK13;Harald Kjellin;2
conf/ic3k/AveiroP13a;David Aveiro;0
conf/ic3k/AveiroP13a;Duarte Pinto;1
conf/ic3k/SilvaPS13;Jo?o Pedro Silva;0
conf/ic3k/SilvaPS13;Filipe Portela;1
conf/ic3k/SilvaPS13;Manuel Filipe Santos;2
conf/ic3k/PaniLCB13;Filippo Eros Pani;0
conf/ic3k/PaniLCB13;Maria Ilaria Lunesu;1
conf/ic3k/PaniLCB13;Giulio Concas;2
conf/ic3k/PaniLCB13;Gavina Baralla;3
conf/ic3k/ChenYTH13;Hong-Yu Chen;0
conf/ic3k/ChenYTH13;Chang-Biau Yang;1
conf/ic3k/ChenYTH13;Kuo-Tsung Tseng;2
conf/ic3k/ChenYTH13;Chiou-Yi Hor;3
conf/ic3k/MorganK13;Mena B. Morgan;0
conf/ic3k/MorganK13;Maurice van Keulen;1
conf/ic3k/NcirE13;Chiheb-Eddine Ben N'cir;0
conf/ic3k/NcirE13;Nadia Essoussi;1
conf/ic3k/Liang13;Janus S. Liang;0
conf/ic3k/CheetiSC13;Srilaxmi Cheeti;0
conf/ic3k/CheetiSC13;Ana Stanescu 0001;1
conf/ic3k/CheetiSC13;Doina Caragea;2
conf/ic3k/VensVB13;Celine Vens;0
conf/ic3k/VensVB13;Bart Verstrynge;1
conf/ic3k/VensVB13;Hendrik Blockeel;2
conf/ic3k/FiorelliPS13;Manuel Fiorelli;0
conf/ic3k/FiorelliPS13;Maria Teresa Pazienza;1
conf/ic3k/FiorelliPS13;Armando Stellato;2
conf/ic3k/JoironFKJBML13;C?line Joiron;0
conf/ic3k/JoironFKJBML13;Fr?d?ric F?;1
conf/ic3k/JoironFKJBML13;Gilles Kassel;2
conf/ic3k/JoironFKJBML13;Alistair Jones;3
conf/ic3k/JoironFKJBML13;Jean-Paul A. Barth?;4
conf/ic3k/JoironFKJBML13;Claude Moulin;5
conf/ic3k/JoironFKJBML13;Dominique Lenne;6
conf/ic3k/Surynek13;Pavel Surynek;0
conf/ic3k/NadarajanYC13;Gayathri Nadarajan;0
conf/ic3k/NadarajanYC13;Cheng-Lin Yang;1
conf/ic3k/NadarajanYC13;Yun-Heh Chen-Burger;2
conf/ic3k/MelnichenkoB13;Alexandra Melnichenko;0
conf/ic3k/MelnichenkoB13;Andrey Bronevich;1
conf/ic3k/LaneL13;Joseph P. Lane;0
conf/ic3k/LaneL13;Ritamae M. Lane;1
conf/ic3k/NiewiadomskiP13;Artur Niewiadomski;0
conf/ic3k/NiewiadomskiP13;Wojciech Penczek;1
conf/ic3k/Castro-Caldas13;Alexandre Castro-Caldas;0
conf/ic3k/RezendeLJMRB13;Luiziana Rezende;0
conf/ic3k/RezendeLJMRB13;Maria Angela Lob?;1
conf/ic3k/RezendeLJMRB13;Joel de Lima Pereira Castro Junior;2
conf/ic3k/RezendeLJMRB13;Luiz Angelo Merino;3
conf/ic3k/RezendeLJMRB13;Soraia Alves Rocha;4
conf/ic3k/RezendeLJMRB13;Carlos Alberto Malcher Bastos;5
conf/ic3k/CarvalhoMS13;Pedro Matos de Carvalho;0
conf/ic3k/CarvalhoMS13;Carlos Mendes;1
conf/ic3k/CarvalhoMS13;Miguel Mira da Silva;2
conf/ic3k/Ibarra-SanchezPO13;M. Alberto Ibarra-S?nchez;0
conf/ic3k/Ibarra-SanchezPO13;Ana B. Pimentel-Aguilar;1
conf/ic3k/Ibarra-SanchezPO13;Martha R. Ortiz-Posadas;2
conf/ic3k/LinnenbergMCSF13;Tobias Linnenberg;0
conf/ic3k/LinnenbergMCSF13;Andreas W. Mueller;1
conf/ic3k/LinnenbergMCSF13;Lars Christiansen;2
conf/ic3k/LinnenbergMCSF13;Christian Seitz;3
conf/ic3k/LinnenbergMCSF13;Alexander Fay;4
conf/ic3k/CostaS13;Ronivon Costa;0
conf/ic3k/CostaS13;Carlos Serr?;1
conf/ic3k/CalegariFP13;Silvia Calegari;0
conf/ic3k/CalegariFP13;Fabio Farina;1
conf/ic3k/CalegariFP13;Gabriella Pasi;2
conf/ic3k/Garcia-AlsinaWL13;Montserrat Garcia-Alsina;0
conf/ic3k/Garcia-AlsinaWL13;Christian Wartena;1
conf/ic3k/Garcia-AlsinaWL13;S?nke Lieberam-Schmidt;2
conf/ic3k/CherichiF13;Soumaya Cherichi;0
conf/ic3k/CherichiF13;Rim Faiz;1
conf/ic3k/DaramolaAAO13;J. Olawande Daramola;0
conf/ic3k/DaramolaAAO13;Ibukun Afolabi;1
conf/ic3k/DaramolaAAO13;Ibidapo Akinyemi;2
conf/ic3k/DaramolaAAO13;Olufunke O. Oladipupo;3
conf/ic3k/MeiselBI13;Michael Meisel;0
conf/ic3k/MeiselBI13;Maik Benndorf;1
conf/ic3k/MeiselBI13;Andreas Ittner;2
conf/ic3k/FrancescomarinoGK13;Chiara Di Francescomarino;0
conf/ic3k/FrancescomarinoGK13;Chiara Ghidini;1
conf/ic3k/FrancescomarinoGK13;Muhammad Tahir Khan;2
conf/ic3k/PereiraRT13;Ricardo Timar?n Pereira;0
conf/ic3k/PereiraRT13;Andr?s Calder?n Romero;1
conf/ic3k/PereiraRT13;Javier Jim?nez Toledo;2
conf/ic3k/BoubekeurCD13;Fatiha Boubekeur;0
conf/ic3k/BoubekeurCD13;Sabrina Cherdioui;1
conf/ic3k/BoubekeurCD13;Yassine Djouadi;2
conf/ic3k/ChulyadyoHB13;Rajani Chulyadyo;0
conf/ic3k/ChulyadyoHB13;Mounira Harzallah;1
conf/ic3k/ChulyadyoHB13;Giuseppe Berio;2
conf/ic3k/DimasKV13;Anastasios Dimas;0
conf/ic3k/DimasKV13;Panagiotis C. Kokkinos;1
conf/ic3k/DimasKV13;Emmanouel Manos Varvarigos;2
conf/ic3k/KolerovaOB13;Karol?na Kolerov?;0
conf/ic3k/KolerovaOB13;Tereza Otcen?skov?;1
conf/ic3k/KolerovaOB13;Vladim?r Bures;2
conf/ic3k/YagelLE13;Reuven Yagel;0
conf/ic3k/YagelLE13;Anton Litovka;1
conf/ic3k/YagelLE13;Iaakov Exman;2
conf/ic3k/AtrashAM13;Ala Atrash;0
conf/ic3k/AtrashAM13;Marie-H?l?ne Abel;1
conf/ic3k/AtrashAM13;Claude Moulin;2
conf/ic3k/SaidiDZC13;Imed Eddine Saidi;0
conf/ic3k/SaidiDZC13;Taoufiq Dkaki;1
conf/ic3k/SaidiDZC13;Nacereddine Zarour;2
conf/ic3k/SaidiDZC13;Pierre-Jean Charrel;3
conf/ic3k/BuscaldiF13;Davide Buscaldi;0
conf/ic3k/BuscaldiF13;Mar?a del Carmen Su?rez-Figueroa;1
conf/ic3k/ItalaH13;Timo It?l?;0
conf/ic3k/ItalaH13;Mika Helenius;1
conf/ic3k/AredeMS13;Marco Arede;0
conf/ic3k/AredeMS13;Carlos Mendes;1
conf/ic3k/AredeMS13;Miguel Mira da Silva;2
conf/ic3k/LabadieFR13;Alexandre Labadi?;0
conf/ic3k/LabadieFR13;St?phane Ferrari;1
conf/ic3k/LabadieFR13;Thibault Roy;2
conf/ic3k/BouiadjraB13;Abderrazak Bachir Bouiadjra;0
conf/ic3k/BouiadjraB13;Sidi Mohamed Benslimane;1
conf/ic3k/CalegariCM13;Silvia Calegari;0
conf/ic3k/CalegariCM13;Davide Ciucci;1
conf/ic3k/CalegariCM13;Matteo Mondini;2
conf/ic3k/BachmannNMBAC13;Anja Bachmann;0
conf/ic3k/BachmannNMBAC13;Martin Alexander Neumann;1
conf/ic3k/BachmannNMBAC13;Hossein Miri;2
conf/ic3k/BachmannNMBAC13;Jos? Barateiro;3
conf/ic3k/BachmannNMBAC13;Gon?alo Antunes;4
conf/ic3k/BachmannNMBAC13;Artur Caetano;5
conf/ic3k/Marc-ZweckerBZB13;Stella Marc-Zwecker;0
conf/ic3k/Marc-ZweckerBZB13;Fran?ois de Bertrand de Beuvron;1
conf/ic3k/Marc-ZweckerBZB13;Cecilia Zanni-Merk;2
conf/ic3k/Marc-ZweckerBZB13;Florence Le Ber;3
conf/ic3k/MattaD13;Nada Matta;0
conf/ic3k/MattaD13;Guillaume Ducellier;1
conf/ic3k/NartTF13;Dario De Nart;0
conf/ic3k/NartTF13;Carlo Tasso;1
conf/ic3k/NartTF13;Felice Ferrara;2
conf/ic3k/TodescoBZTG13;Bernardo Todesco;0
conf/ic3k/TodescoBZTG13;Bruno Blume;1
conf/ic3k/TodescoBZTG13;Airton Zancanaro;2
conf/ic3k/TodescoBZTG13;Jos? Leomar Todesco;3
conf/ic3k/TodescoBZTG13;Fernando Ostuni Gauthier;4
conf/ic3k/PereiraTBW13;Lu?s Pereira;0
conf/ic3k/PereiraTBW13;Alexandra Tenera;1
conf/ic3k/PereiraTBW13;Jo?o Bispo;2
conf/ic3k/PereiraTBW13;Jo?o Wemans;3
conf/ic3k/TangC13;Xiaoqing Tang;0
conf/ic3k/TangC13;Zhehan Chen;1
conf/ic3k/SucaS13;Erika Guetti Suca;0
conf/ic3k/SucaS13;Fl?vio Soares Corr?a da Silva;1
conf/ic3k/NogueiraG13;Monica L. Nogueira;0
conf/ic3k/NogueiraG13;Noel P. Greis;1
conf/ic3k/ExmanA13;Iaakov Exman;0
conf/ic3k/ExmanA13;Avinoam Alfia;1
conf/ic3k/LitvakM13;Marina Litvak;0
conf/ic3k/LitvakM13;Leon Matz;1
conf/ic3k/Lindner13;Sebastian Lindner;0
conf/ic3k/HlomaniS13;Hlomani Hlomani;0
conf/ic3k/HlomaniS13;Deborah A. Stacey;1
conf/ic3k/ArgiolasCFLMPQS13;Carlo Argiolas;0
conf/ic3k/ArgiolasCFLMPQS13;Giulio Concas;1
conf/ic3k/ArgiolasCFLMPQS13;Marco Di Francesco;2
conf/ic3k/ArgiolasCFLMPQS13;Maria Ilaria Lunesu;3
conf/ic3k/ArgiolasCFLMPQS13;Filippo Melis;4
conf/ic3k/ArgiolasCFLMPQS13;Filippo Eros Pani;5
conf/ic3k/ArgiolasCFLMPQS13;Emanuela Quaquero;6
conf/ic3k/ArgiolasCFLMPQS13;Daniele Sanna;7
conf/ic3k/WaadBL13;Bouaguel Waad;0
conf/ic3k/WaadBL13;Afef Ben Brahim;1
conf/ic3k/WaadBL13;Mohamed Limam;2
conf/ic3k/Aveiro13;David Aveiro;0
conf/ic3k/Cruz-FilipeNG13;Lu?s Cruz-Filipe;0
conf/ic3k/Cruz-FilipeNG13;Isabel Nunes;1
conf/ic3k/Cruz-FilipeNG13;Gra?a Gaspar;2
conf/ic3k/SoumanaCG13;Ibrahim Soumana;0
conf/ic3k/SoumanaCG13;Sylviane Cardey;1
conf/ic3k/SoumanaCG13;Peter Greenfield;2
conf/ic3k/SediriMLH13;Mohammed Sediri;0
conf/ic3k/SediriMLH13;Nada Matta;1
conf/ic3k/SediriMLH13;Sophie Loriette;2
conf/ic3k/SediriMLH13;Alain Hugerot;3
conf/ic3k/TorresE13;Gabriela Citlalli L?pez Torres;0
conf/ic3k/TorresE13;Stephen Eldridge;1
conf/ic3k/MawasC13;Nour El Mawas;0
conf/ic3k/MawasC13;Jean-Pierre Cahier;1
conf/ic3k/MendesRB13;David Mendes;0
conf/ic3k/MendesRB13;Irene Rodrigues;1
conf/ic3k/MendesRB13;Carlos Fernandes Baeta;2
conf/ic3k/SmirnovSK13;Alexander V. Smirnov;0
conf/ic3k/SmirnovSK13;Nikolay Shilov;1
conf/ic3k/SmirnovSK13;Alexey Kashevnik;2
conf/ic3k/LepperT13;Markus Lepper;0
conf/ic3k/LepperT13;Baltasar Tranc?n-y-Widemann;1
conf/ic3k/DowGABP13;Roberta Mugellesi Dow;0
conf/ic3k/DowGABP13;Damiano Guerrucci;1
conf/ic3k/DowGABP13;Raul Cano Argamasilla;2
conf/ic3k/DowGABP13;Diogo Bernardino;3
conf/ic3k/DowGABP13;Siegmar Pallaschke;4
conf/ic3k/SousaM13;C?sar Sousa;0
conf/ic3k/SousaM13;Paula Morais;1
conf/ic3k/GonzagaLSO13;Rosimeire Pimentel Gonzaga;0
conf/ic3k/GonzagaLSO13;Antonio Thadeu Mattos da Luz;1
conf/ic3k/GonzagaLSO13;Fl?via de Ara?jo e Silva;2
conf/ic3k/GonzagaLSO13;Marcos Paulo Valadares de Oliveira;3
conf/ic3k/TimonenPT13;Mika Timonen;0
conf/ic3k/TimonenPT13;Antti Pakonen;1
conf/ic3k/TimonenPT13;Teemu Tommila;2
conf/ic3k/BellBBKS13;Scott Bell;0
conf/ic3k/BellBBKS13;R. Peter Bonasso;1
conf/ic3k/BellBBKS13;Mark Boddy;2
conf/ic3k/BellBBKS13;David Kortenkamp;3
conf/ic3k/BellBBKS13;Debra Schreckenghost;4
conf/ic3k/WicaksonoDHR13;Hendro Wicaksono;0
conf/ic3k/WicaksonoDHR13;Preslava Dobreva;1
conf/ic3k/WicaksonoDHR13;Polina H?fner;2
conf/ic3k/WicaksonoDHR13;Sven Rogalski;3
conf/ic3k/AlmKLS13;Rebekka Alm;0
conf/ic3k/AlmKLS13;Sven Kiehl;1
conf/ic3k/AlmKLS13;Birger Lantow;2
conf/ic3k/AlmKLS13;Kurt Sandkuhl;3
conf/ic3k/ChabaneR13;Yahia Chabane;0
conf/ic3k/ChabaneR13;Christophe Rey;1
conf/ic3k/Stachurska13;Izabela Stachurska;0
conf/ic3k/BerkaniN13;Lamia Berkani;0
conf/ic3k/BerkaniN13;Omar Nouali;1
conf/ic3k/ZarradDZ13;Rim Zarrad;0
conf/ic3k/ZarradDZ13;Narjes Doggaz;1
conf/ic3k/ZarradDZ13;Ezzeddine Zagrouba;2
conf/ic3k/OliveiraOC13;Elias Oliveira;0
conf/ic3k/OliveiraOC13;M?rcia Gon?alves de Oliveira;1
conf/ic3k/OliveiraOC13;Patrick Marques Ciarelli;2
conf/ic3k/Mechmache13;Fatma-Zohra Bessai Mechmache;0
conf/ic3k/CechTBH13;Pavel Cech;0
conf/ic3k/CechTBH13;Petr Tucn?;1
conf/ic3k/CechTBH13;Vladim?r Bures;2
conf/ic3k/CechTBH13;Martina Hus?kov?;3
conf/ic3k/BaliBBG13;Rajeev K. Bali;0
conf/ic3k/BaliBBG13;Jacqueline Binnersley;1
conf/ic3k/BaliBBG13;Vikraman Baskaran;2
conf/ic3k/BaliBBG13;M. Chris Gibbons;3
conf/ic3k/SuarezMFM13;Pablo Suarez;0
conf/ic3k/SuarezMFM13;Valentin Moreno;1
conf/ic3k/SuarezMFM13;Anabel Fraga;2
conf/ic3k/SuarezMFM13;Juan Llorens Morillo;3
conf/ic3k/StroetmannLOE13;Brigitte Stroetmann;0
conf/ic3k/StroetmannLOE13;Alena Leinfelder;1
conf/ic3k/StroetmannLOE13;Alessandro Ortisi;2
conf/ic3k/StroetmannLOE13;Okan Ekinci;3
conf/ic3k/SagaeF13;Alicia Sagae;0
conf/ic3k/SagaeF13;Scott E. Fahlman;1
conf/ic3k/RadlV13;Alfred Radl;0
conf/ic3k/RadlV13;Harald Vacik;1
conf/ic3k/NagiH13;Khaled Nagi;0
conf/ic3k/NagiH13;Dalia Halim;1
conf/ic3k/PapulaVH13;J?n Papula;0
conf/ic3k/PapulaVH13;Jana Voln?;1
conf/ic3k/PapulaVH13;Jaroslav Hulvej;2
conf/ic3k/ZhouNL13;Lihong Zhou;0
conf/ic3k/ZhouNL13;Miguel Baptista Nunes;1
conf/ic3k/ZhouNL13;Wenwen Liu;2
conf/ic3k/Gonzalez-BrambilaJG13;Silvia B. Gonz?lez-Brambila;0
conf/ic3k/Gonzalez-BrambilaJG13;Mihaela Juganaru-Mathieu;1
conf/ic3k/Gonzalez-BrambilaJG13;Claudia N. Gonz?lez-Brambila;2
conf/ic3k/GallantG13;Reuven Gallant;0
conf/ic3k/GallantG13;Leah Goldin;1
conf/ic3k/ChaabaneG13;Sana Ch?abane;0
conf/ic3k/ChaabaneG13;Fa?ez Gargouri;1
conf/ic3k/SaxenaBW13;Anshuman B. Saxena;0
conf/ic3k/SaxenaBW13;Ashish Bindal;1
conf/ic3k/SaxenaBW13;Alain Wegmann;2
conf/ic3k/StefanescuTMS13;Patrick Stefanescu;0
conf/ic3k/StefanescuTMS13;Duarte Pedro de Sousa Tavares;1
conf/ic3k/StefanescuTMS13;Marian Mocan;2
conf/ic3k/StefanescuTMS13;Werner Stefanescu;3
conf/ic3k/GirdauskieneS13;Lina Girdauskiene;0
conf/ic3k/GirdauskieneS13;Asta Savaneviciene;1
conf/ic3k/LlavoriLGNAS13;Rafael Berlanga Llavori;0
conf/ic3k/LlavoriLGNAS13;Dolores Mar?a Llid?;1
conf/ic3k/LlavoriLGNAS13;Lisette Garc?a-Moya;2
conf/ic3k/LlavoriLGNAS13;Victoria Nebot;3
conf/ic3k/LlavoriLGNAS13;Mar?a Jos? Aramburu;4
conf/ic3k/LlavoriLGNAS13;Ismael Sanz;5
conf/ic3k/Bures13;Vladim?r Bures;0
conf/ic3k/NhungNCLT13;Tran Phuong Nhung;0
conf/ic3k/NhungNCLT13;Cam-Tu Nguyen;1
conf/ic3k/NhungNCLT13;Jinhee Chun;2
conf/ic3k/NhungNCLT13;Ha Vu Le;3
conf/ic3k/NhungNCLT13;Takeshi Tokuyama;4
conf/music/KangSKJC13;Daehyun Kang;0
conf/music/KangSKJC13;Jongsoo Sohn;1
conf/music/KangSKJC13;Kyunglag Kwon;2
conf/music/KangSKJC13;Bok-Gyu Joo;3
conf/music/KangSKJC13;In-Jeong Chung;4
conf/music/KoYP13;Gunhwan Ko;0
conf/music/KoYP13;Jongcheol Yoon;1
conf/music/KoYP13;Kyongseok Park;2
conf/music/LuLLC13;Ssu-Hsuan Lu;0
conf/music/LuLLC13;Kuan-Ching Li;1
conf/music/LuLLC13;Kuan-Chou Lai;2
conf/music/LuLLC13;Yeh-Ching Chung;3
conf/music/ChoiSK13;Maengsik Choi;0
conf/music/ChoiSK13;Junsoo Shin;1
conf/music/ChoiSK13;Harksoo Kim;2
conf/music/YoonKCJC13;Min Yoon;0
conf/music/YoonKCJC13;Hyeong-Il Kim;1
conf/music/YoonKCJC13;Dong Hoon Choi;2
conf/music/YoonKCJC13;Heeseung Jo;3
conf/music/YoonKCJC13;Jae-Woo Chang;4
conf/music/LeeLW13;Hyun-Jung Lee;0
conf/music/LeeLW13;Youngsook Lee;1
conf/music/LeeLW13;Dongho Won;2
conf/music/HanKCSGL13;Seungho Han;0
conf/music/HanKCSGL13;Myoungjin Kim;1
conf/music/HanKCSGL13;Yun Cui;2
conf/music/HanKCSGL13;Seunghyun Seo;3
conf/music/HanKCSGL13;Yi Gu;4
conf/music/HanKCSGL13;Hanku Lee;5
conf/music/KangLPBP13a;Taekyeong Kang;0
conf/music/KangLPBP13a;Hyungkyu Lee;1
conf/music/KangLPBP13a;Dong-Hwan Park;2
conf/music/KangLPBP13a;Hyo-Chan Bang;3
conf/music/KangLPBP13a;Namje Park;4
conf/music/ChoPKMJ13;Yongwon Cho;0
conf/music/ChoPKMJ13;Muwook Pyeon;1
conf/music/ChoPKMJ13;Daesung Kim;2
conf/music/ChoPKMJ13;Sujung Moon;3
conf/music/ChoPKMJ13;Illwoong Jang;4
conf/music/ChoKCJ13;Chang-Woo Cho;0
conf/music/ChoKCJ13;Ki-Hyun Kim;1
conf/music/ChoKCJ13;Ki-Young Choi;2
conf/music/ChoKCJ13;Chang-Sung Jeong;3
conf/music/HsiaoL13;Yuan-Kai Hsiao;0
conf/music/HsiaoL13;Yen-Wen Lin;1
conf/music/KimKPL13;Yilip Kim;0
conf/music/KimKPL13;Jeongyeun Kim;1
conf/music/KimKPL13;Namje Park;2
conf/music/KimKPL13;Hyungkyu Lee;3
conf/music/InKK13;Kwanho In;0
conf/music/InKK13;Seongkyu Kim;1
conf/music/InKK13;Ung-Mo Kim;2
conf/music/EnglmeierAMMP13;Kurt Englmeier;0
conf/music/EnglmeierAMMP13;John Atkinson;1
conf/music/EnglmeierAMMP13;Josiane Mothe;2
conf/music/EnglmeierAMMP13;Fionn Murtagh;3
conf/music/EnglmeierAMMP13;Javier Pereira;4
conf/music/SonKSOCK13;Jeonghan Son;0
conf/music/SonKSOCK13;Keon Uk Kim;1
conf/music/SonKSOCK13;Yeon-gyeong Seo;2
conf/music/SonKSOCK13;Wonyeong Oh;3
conf/music/SonKSOCK13;Seowon Choi;4
conf/music/SonKSOCK13;Ana Kang;5
conf/music/ShiehLG13;Wann-Yun Shieh;0
conf/music/ShiehLG13;An-Peng Liu;1
conf/music/ShiehLG13;Tyng-Tyng Guu;2
conf/music/AnCZ13;Xin An;0
conf/music/AnCZ13;Jiancheng Chen;1
conf/music/AnCZ13;Yuan Zhang;2
conf/music/HongSCJC13;Seung-Tae Hong;0
conf/music/HongSCJC13;Young-Sung Shin;1
conf/music/HongSCJC13;Dong Hoon Choi;2
